"","long","lat","order","hole","piece","group","subRegion","subRegionAlt","region","subRegionType","area_sqkm","minLong","negLongSum","maxLong","posLongSum","flip"
"1",94.33333224,17.16678903,16403,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"2",94.33333224,17.50012236,16404,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"3",94.41666557,17.50012236,16405,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"4",94.41666557,17.58345569,16406,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"5",94.33333224,17.58345569,16407,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"6",94.33333224,18.00012236,16408,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"7",94.2499989,18.00012236,16409,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"8",94.2499989,17.91678903,16410,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"9",93.91666557,17.91678903,16411,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"10",93.91666557,18.16678902,16412,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"11",94.16666557,18.16678902,16413,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"12",94.16666557,18.41678902,16414,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
"13",94.08333224,18.41678902,16415,FALSE,"1","Bay_of_Bengal_North_East_Coast.1","Bay_of_Bengal_North_East_Coast","116","World","GCAMBasin",104387.589411491,91.66666558,0,94.91666557,12136.99985794,0
