time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-03-06T19:48:26.458Z,-37.7617,-179.9872,10,4.9,mb,,287,1.368,0.89,us,us7000dglb,2021-03-06T20:20:07.040Z,"201 km ENE of Gisborne, New Zealand",earthquake,9.4,1.9,0.169,12,reviewed,us,us
2021-03-06T20:09:35.559Z,-28.4154,-177.8499,10,5.1,mb,,63,0.829,0.55,us,us7000dgp2,2021-03-06T23:40:03.040Z,"Kermadec Islands region",earthquake,8.9,1.9,0.066,76,reviewed,us,us
2021-03-06T20:22:14.212Z,67.5644,-155.8759,0,2.9,ml,,,,0.7,ak,ak0212ztyz1f,2021-03-07T00:01:09.040Z,"85 km NNE of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-03-06T20:25:21.479Z,20.9494,144.3712,10,4.9,mb,,55,5.842,1.38,us,us7000dgmy,2021-03-06T21:18:03.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,12.1,1.8,0.043,169,reviewed,us,us
2021-03-06T20:26:42.862Z,36.4579,71.1312,237.6,4.1,mb,,75,2.561,0.88,us,us7000dglv,2021-03-07T00:14:48.040Z,"43 km SW of Ashkāsham, Afghanistan",earthquake,7.1,9.9,0.145,13,reviewed,us,us
2021-03-06T20:28:36.978Z,21.0529,144.5904,10,4.9,mb,,138,15.985,1.06,us,us7000dgn5,2021-03-06T21:40:16.040Z,"Mariana Islands region",earthquake,14.5,1.9,0.073,59,reviewed,us,us
2021-03-06T20:36:14.705Z,-7.2308,149.369,18.91,5.3,mb,,35,4.104,0.78,us,us7000dgm2,2021-03-06T20:52:09.040Z,"114 km S of Kandrian, Papua New Guinea",earthquake,9.1,4.7,0.071,69,reviewed,us,us
2021-03-06T20:45:17.209Z,-28.4538,-178.0106,10,5.1,mb,,62,0.791,0.53,us,us7000dgmu,2021-03-06T21:04:41.040Z,"Kermadec Islands region",earthquake,8.9,1.9,0.056,104,reviewed,us,us
2021-03-06T21:17:43.250Z,19.4663333333333,-155.5945,-3.35,3.24,ml,48,80,,0.35,hv,hv72375037,2021-03-11T00:37:55.761Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.25,0.136802819373726,34,reviewed,hv,hv
2021-03-06T21:22:36.270Z,-28.3218,-177.3257,10,4.7,mb,,141,1.061,1.35,us,us7000dgnc,2021-03-07T02:58:21.040Z,"Kermadec Islands region",earthquake,7.2,1.9,0.152,13,reviewed,us,us
2021-03-06T21:41:15.020Z,21.0598,144.5065,10,4.7,mb,,142,6.372,0.96,us,us7000dgns,2021-03-06T22:52:26.040Z,"Mariana Islands region",earthquake,12.8,1.9,0.071,61,reviewed,us,us
2021-03-06T21:42:50.792Z,-28.3773,-176.323,10,5.2,mb,,65,1.653,1.34,us,us7000dgnp,2021-03-06T22:36:15.040Z,"Kermadec Islands region",earthquake,10.7,1.8,0.056,105,reviewed,us,us
2021-03-06T21:47:40.044Z,-28.5458,-176.46,10,5.2,mb,,71,1.464,0.88,us,us7000dgnk,2021-03-06T22:05:34.040Z,"Kermadec Islands region",earthquake,11.1,1.9,0.079,52,reviewed,us,us
2021-03-06T22:58:24.787Z,-37.377,179.83,10,4.7,mb,,116,1.226,0.75,us,us7000dgnz,2021-03-07T03:13:35.040Z,"213 km NE of Gisborne, New Zealand",earthquake,10.2,1.9,0.147,14,reviewed,us,us
2021-03-06T23:08:07.986Z,-29.299,-176.7134,10,5.2,mb,,115,1.063,0.8,us,us7000dgp1,2021-03-06T23:27:58.040Z,"Kermadec Islands region",earthquake,8.2,1.9,0.096,36,reviewed,us,us
2021-03-06T23:30:04.268Z,-28.4199,-177.7182,10,5.5,mww,,55,0.842,1.06,us,us7000dgp3,2021-03-09T02:27:16.040Z,"Kermadec Islands region",earthquake,7.6,0.8,0.075,17,reviewed,us,us
2021-03-06T23:37:14.476Z,21.1302,144.5107,10,5,mb,,81,6.307,0.9,us,us7000dgp6,2021-03-06T23:55:46.040Z,"Mariana Islands region",earthquake,8.4,1.8,0.038,225,reviewed,us,us
2021-03-06T23:53:24.815Z,39.1457,70.4134,10,4.3,mb,,48,0.962,0.88,us,us7000dgp9,2021-03-07T00:09:09.040Z,"13 km NNE of Rasht, Tajikistan",earthquake,4.2,1.9,0.111,23,reviewed,us,us
2021-03-07T00:25:29.494Z,-29.4007,-176.7771,10,5,mb,,70,1.017,0.93,us,us7000dgpf,2021-03-07T00:44:33.040Z,"Kermadec Islands region",earthquake,4.8,1.9,0.068,68,reviewed,us,us
2021-03-07T00:40:11.421Z,-37.0858,179.9733,10,5.2,mb,,74,1.411,0.73,us,us7000dgpi,2021-03-07T05:53:03.040Z,"245 km NE of Gisborne, New Zealand",earthquake,7.7,1.9,0.092,39,reviewed,us,us
2021-03-07T01:03:08.563Z,21.0457,144.5444,10,5,mb,,63,6.397,1.44,us,us7000dgpq,2021-03-07T01:28:40.040Z,"Mariana Islands region",earthquake,5.1,1.8,0.055,106,reviewed,us,us
2021-03-07T01:16:26.292Z,-37.0983,-179.9544,10,4.7,mb,,134,1.461,0.83,us,us7000dgpr,2021-03-07T01:45:31.040Z,"249 km NE of Gisborne, New Zealand",earthquake,10,1.9,0.153,13,reviewed,us,us
2021-03-07T01:22:14.011Z,-5.6882,130.7737,85.99,5.2,mb,,60,2.338,0.74,us,us7000dgpt,2021-03-07T01:39:18.040Z,"219 km W of Tual, Indonesia",earthquake,8.4,2.5,0.077,55,reviewed,us,us
2021-03-07T01:42:31.137Z,-37.2059,-179.9218,10,4.9,mb,,133,1.455,1.07,us,us7000dgpu,2021-03-07T01:58:59.040Z,"243 km NE of Gisborne, New Zealand",earthquake,10.2,1.9,0.125,20,reviewed,us,us
2021-03-07T01:54:20.267Z,-28.4291,-177.8128,10,5,mb,,70,0.819,0.82,us,us7000dgq7,2021-03-07T02:47:57.040Z,"Kermadec Islands region",earthquake,6.4,1.9,0.156,13,reviewed,us,us
2021-03-07T01:55:10.688Z,-28.4197,-176.6068,10,5.4,mb,,72,1.421,1.27,us,us7000dgpx,2021-03-09T03:00:59.040Z,"Kermadec Islands region",earthquake,5.3,1.8,0.049,142,reviewed,us,us
2021-03-07T02:01:28.940Z,64.0265,-22.191,10,5.2,mww,,67,0.815,1.15,us,us7000dgpz,2021-03-07T17:31:26.603Z,"10 km ENE of Vogar, Iceland",earthquake,5.3,1.9,0.093,11,reviewed,us,us
2021-03-07T02:07:11.982Z,-28.3485,-176.5125,10,5.2,mb,,70,1.53,1.12,us,us7000dgq3,2021-03-07T02:26:44.040Z,"Kermadec Islands region",earthquake,10.9,1.9,0.064,80,reviewed,us,us
2021-03-07T02:07:56.674Z,61.5472,-146.3561,19,3.2,ml,,,,0.91,ak,ak021316pe5g,2021-03-07T02:35:30.040Z,"46 km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-03-07T02:33:39.690Z,64.1101,-22.1262,10,4,mb,,142,0.727,1.09,us,us7000dgqe,2021-03-07T03:12:58.040Z,"5 km WNW of Álftanes, Iceland",earthquake,4.2,1.9,0.157,11,reviewed,us,us
2021-03-07T02:45:36.331Z,64.009,-22.2224,10,4.5,mb,,136,0.837,0.91,us,us7000dgq9,2021-03-07T16:34:26.507Z,"8 km ENE of Vogar, Iceland",earthquake,6.3,1.9,0.104,27,reviewed,us,us
2021-03-07T02:50:45.940Z,64.0342,-22.5003,10,4.4,mb,,125,0.879,1.5,us,us7000dgqb,2021-03-07T03:07:02.040Z,"5 km NE of Reykjanesbær, Iceland",earthquake,6.4,1.9,0.095,32,reviewed,us,us
2021-03-07T03:16:00.250Z,-1.1444,10.0649,10,4.4,mb,,140,4.891,0.81,us,us7000dgqg,2021-03-07T03:31:29.040Z,"52 km SSW of Lambaréné, Gabon",earthquake,6.8,2,0.118,21,reviewed,us,us
2021-03-07T03:26:16.643Z,-28.4752,-177.1554,10,5,mb,,70,1.024,1.22,us,us7000dgqh,2021-03-07T03:44:46.040Z,"Kermadec Islands region",earthquake,8.9,1,0.049,135,reviewed,us,us
2021-03-07T03:42:19.349Z,36.427,140.737,54.25,4.2,mb,,157,2.04,0.61,us,us7000dgql,2021-03-07T04:34:16.040Z,"15 km ESE of Funaishikawa, Japan",earthquake,10.3,4.7,0.147,13,reviewed,us,us
2021-03-07T04:10:26.919Z,-29.2182,-176.5414,10,5.5,mb,,45,1.213,1.18,us,us7000dgqr,2021-03-09T02:22:25.040Z,"Kermadec Islands region",earthquake,9.7,1.9,0.035,289,reviewed,us,us
2021-03-07T04:13:08.243Z,16.9732,-95.7998,10,4.1,mb,,162,2.707,1.24,us,us7000dgqw,2021-03-07T04:41:18.040Z,"4 km W of San Miguel Quetzaltepec, Mexico",earthquake,9.4,2,0.094,31,reviewed,us,us
2021-03-07T04:14:31.190Z,17.9296,-66.8436,12,2.74,md,22,196,0.0578,0.15,pr,pr2021066000,2021-03-07T05:11:09.130Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.5,0.31,0.18,16,reviewed,pr,pr
2021-03-07T04:36:41.341Z,-37.2123,179.7675,10,5.2,mww,,97,1.215,1.02,us,us7000dgqz,2021-03-07T05:12:16.686Z,"222 km NE of Gisborne, New Zealand",earthquake,8.8,1.9,0.093,11,reviewed,us,us
2021-03-07T04:43:25.226Z,4.6718,125.7797,127.73,4.7,mb,,112,2.39,1.16,us,us7000dgr5,2021-03-07T04:59:47.040Z,"88 km SSE of Sarangani, Philippines",earthquake,6.8,6.6,0.064,73,reviewed,us,us
2021-03-07T04:54:00.155Z,-37.1797,179.6403,10,5.6,mww,,54,1.129,1.25,us,us7000dgr6,2021-03-08T04:57:44.958Z,"217 km NE of Gisborne, New Zealand",earthquake,8.5,1.7,0.089,12,reviewed,us,us
2021-03-07T05:05:27.900Z,17.9591,-66.8513,10,2.62,md,22,185,0.1932,0.16,pr,pr2021066001,2021-03-07T05:27:58.448Z,"4 km ESE of Maria Antonia, Puerto Rico",earthquake,0.55,0.63,0.24,11,reviewed,pr,pr
2021-03-07T05:20:44.147Z,59.1006,-135.3539,7.2,2.5,ml,,,,0.85,ak,ak021318kgcf,2021-03-08T03:37:16.234Z,"6 km S of Mud Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-03-07T05:43:55.494Z,-29.7603,-177.0274,10,5,mb,,177,0.938,0.54,us,us7000dgs2,2021-03-07T06:02:04.040Z,"Kermadec Islands, New Zealand",earthquake,5.7,1.7,0.123,21,reviewed,us,us
2021-03-07T06:34:50.288Z,-37.8406,179.5552,10,4.4,mb,,265,1.028,0.9,us,us7000dgsa,2021-03-07T06:58:49.040Z,"163 km NE of Gisborne, New Zealand",earthquake,7.7,2,0.155,13,reviewed,us,us
2021-03-07T06:49:35.285Z,-17.543,-69.8065,10,4.5,mb,,96,0.314,0.9,us,us7000dgsc,2021-03-07T08:34:16.462Z,"22 km E of Estique, Peru",earthquake,4.5,1.9,0.091,35,reviewed,us,us
2021-03-07T07:04:10.425Z,-37.2114,179.9708,10,5.1,mb,,147,1.371,0.62,us,us7000dgsi,2021-03-07T07:43:48.040Z,"off the east coast of the North Island of New Zealand",earthquake,12.4,1.9,0.107,29,reviewed,us,us
2021-03-07T07:20:31.063Z,20.9001,144.5336,10,4.9,mb,,82,5.761,0.6,us,us7000dgsr,2021-03-07T07:52:05.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,9.9,1.9,0.041,184,reviewed,us,us
2021-03-07T07:38:11.145Z,14.526,-92.8051,35,4.7,mb,,140,1.075,0.74,us,us7000dgst,2021-03-07T13:38:30.877Z,"46 km WSW of Puerto Madero, Mexico",earthquake,8.1,2,0.027,432,reviewed,us,us
2021-03-07T07:56:20.335Z,-32.4298,-178.1223,10,5.4,mb,,69,3.179,1.09,us,us7000dgt1,2021-03-09T02:14:17.040Z,"south of the Kermadec Islands",earthquake,9.3,1.9,0.044,176,reviewed,us,us
2021-03-07T08:03:23.662Z,-24.2488,-67.1216,187.41,4.8,mb,,80,1.614,0.79,us,us7000dgt6,2021-03-07T08:45:11.590Z,"81 km W of San Antonio de los Cobres, Argentina",earthquake,6.5,9.4,0.16,12,reviewed,us,us
2021-03-07T08:19:27.233Z,-37.3856,179.75,10,5.2,mb,,86,1.161,0.78,us,us7000dgtk,2021-03-07T08:46:31.040Z,"208 km NE of Gisborne, New Zealand",earthquake,8,1.9,0.085,46,reviewed,us,us
2021-03-07T08:30:56.472Z,-29.5356,-176.7393,10,5,mb,,61,12.667,0.58,us,us7000dgtz,2021-03-07T09:17:55.040Z,"Kermadec Islands region",earthquake,10.1,1.8,0.05,129,reviewed,us,us
2021-03-07T08:42:36.888Z,61.326,-150.0353,39.5,3.2,ml,,,,0.61,ak,ak02131ahg9k,2021-03-09T01:19:30.265Z,"4 km SW of Point MacKenzie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-03-07T08:48:38.270Z,17.9745,-66.7923,14,2.81,md,22,179,0.1982,0.12,pr,pr2021066004,2021-03-07T09:44:52.040Z,"3 km SE of Indios, Puerto Rico",earthquake,0.5,0.39,0.35,20,reviewed,pr,pr
2021-03-07T09:35:28.920Z,-28.3222,-177.8199,10,5.1,mb,,62,0.924,0.89,us,us7000dgub,2021-03-07T09:57:38.040Z,"Kermadec Islands region",earthquake,5.2,1.7,0.052,119,reviewed,us,us
2021-03-07T10:52:57.120Z,17.9256,-66.9305,11,2.85,md,22,207,0.1219,0.15,pr,pr2021066005,2021-03-07T11:56:01.455Z,"Puerto Rico region",earthquake,0.5,0.59,0.77,9,reviewed,pr,pr
2021-03-07T10:55:25.301Z,-29.0116,-176.7357,10,5.1,mb,,61,1.069,0.64,us,us7000dgv8,2021-03-07T11:46:09.040Z,"Kermadec Islands region",earthquake,12.3,1.8,0.09,40,reviewed,us,us
2021-03-07T11:01:33.485Z,59.2419,-152.3562,65.9,2.9,ml,,,,0.57,ak,ak02131c0yd7,2021-03-07T13:01:59.040Z,"27 km WSW of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-03-07T11:19:20.558Z,-32.427,-178.3153,10,5.2,mb,,71,3.189,0.76,us,us7000dgwm,2021-03-10T05:52:19.040Z,"south of the Kermadec Islands",earthquake,9.8,1.9,0.095,36,reviewed,us,us
2021-03-07T11:24:56.574Z,-29.2383,-176.6649,10,5.4,mww,,58,1.104,0.84,us,us7000dgv6,2021-03-08T11:27:51.005Z,"Kermadec Islands region",earthquake,7.4,1.8,0.086,13,reviewed,us,us
2021-03-07T12:29:52.745Z,36.5525,71.5129,135.66,4,mb,,78,2.843,1.19,us,us7000dgvl,2021-03-07T13:05:08.040Z,"14 km S of Ashkāsham, Afghanistan",earthquake,8.6,9.7,0.212,6,reviewed,us,us
2021-03-07T12:44:27.409Z,37.6118,141.673,60.46,4.2,mb,,88,2.968,0.61,us,us7000dgvn,2021-03-07T13:08:28.040Z,"61 km ENE of Namie, Japan",earthquake,9,4.4,0.14,14,reviewed,us,us
2021-03-07T13:05:09.130Z,-37.6302,-179.8705,10,4.8,mb,,165,1.449,1.15,us,us7000dgvp,2021-03-07T14:21:13.040Z,"218 km ENE of Gisborne, New Zealand",earthquake,10.9,2,0.16,14,reviewed,us,us
2021-03-07T14:05:30.571Z,-16.6622,-71.3041,135.79,4,ml,,269,1.931,0.47,us,us7000dgw0,2021-03-07T18:23:22.686Z,"13 km WSW of Puquina, Peru",earthquake,12.1,18.1,0.097,14,reviewed,us,us
2021-03-07T14:21:25.579Z,42.0902,142.3915,51.76,4.5,mb,,120,1.638,0.39,us,us7000dgw4,2021-03-07T15:47:31.040Z,"Hokkaido, Japan region",earthquake,6.1,7.9,0.081,44,reviewed,us,us
2021-03-07T14:43:05.786Z,-29.377,-177.0683,10,4.9,mb,,69,0.763,0.38,us,us7000dgwa,2021-03-07T15:25:37.040Z,"Kermadec Islands, New Zealand",earthquake,10.3,1.9,0.093,38,reviewed,us,us
2021-03-07T14:44:56.002Z,40.4414,-125.1291,10,2.6,ml,,236,0.605,0.91,us,us7000dgw9,2021-03-08T19:45:19.440Z,"74 km WSW of Ferndale, California",earthquake,3.3,1.7,0.055,43,reviewed,us,us
2021-03-07T14:44:58.230Z,40.3723333,-125.0415,10.26,2.68,md,40,254,0.5408,0.23,nc,nc73532471,2021-03-08T23:45:08.494Z,"64km W of Petrolia, CA",earthquake,0.98,1.49,0.12,42,reviewed,nc,nc
2021-03-07T14:48:11.842Z,-28.7272,-176.3245,10,5.4,mb,,63,1.497,0.7,us,us7000dgwg,2021-03-08T14:51:13.228Z,"Kermadec Islands region",earthquake,6.9,1.8,0.031,346,reviewed,us,us
2021-03-07T15:03:48.727Z,-29.8517,-177.3559,10,4.6,mb,,129,0.784,1,us,us7000dgwh,2021-03-07T15:42:47.040Z,"Kermadec Islands, New Zealand",earthquake,8.3,1.9,0.1,31,reviewed,us,us
2021-03-07T16:03:42.130Z,39.3586667,-123.2496667,7.41,2.64,md,47,54,0.06734,0.1,nc,nc73532491,2021-03-13T07:25:33.615Z,"11km ESE of Willits, CA",earthquake,0.15,0.28,0.241,58,reviewed,nc,nc
2021-03-07T16:05:53.412Z,-29.4544,-176.8353,10,4.6,mb,,150,0.977,0.56,us,us7000dgwr,2021-03-07T17:54:09.040Z,"Kermadec Islands region",earthquake,13.5,1.9,0.141,17,reviewed,us,us
2021-03-07T16:34:28.130Z,19.3341,-65.3116,46,3.39,md,15,320,1.2833,0.47,pr,pr2021066006,2021-03-07T17:51:44.040Z,"114 km N of Culebra, Puerto Rico",earthquake,3.68,17.02,0.1,10,reviewed,pr,pr
2021-03-07T16:40:41.842Z,-28.4921,-176.4389,10,5,mb,,77,1.506,0.58,us,us7000dgwu,2021-03-07T17:23:07.040Z,"Kermadec Islands region",earthquake,6.9,1.8,0.091,40,reviewed,us,us
2021-03-07T16:48:25.970Z,19.1993,-68.488,51,3.57,md,19,192,0.6936,0.38,pr,pr2021066007,2021-03-07T17:36:18.040Z,"63 km NNE of Otra Banda, Dominican Republic",earthquake,2.87,6.64,0.07,11,reviewed,pr,pr
2021-03-07T16:50:54.292Z,-21.3271,-178.0794,467.75,4.6,mb,,121,6.981,0.64,us,us7000dgww,2021-03-07T17:30:27.040Z,"298 km W of Haveluloto, Tonga",earthquake,12.5,8.2,0.038,206,reviewed,us,us
2021-03-07T17:11:45.450Z,40.2538333,-121.1618333,9.34,2.58,md,18,80,0.01399,0.09,nc,nc73532516,2021-03-09T09:35:05.193Z,"4km NNE of Almanor, CA",earthquake,0.36,0.61,0.12,36,reviewed,nc,nc
2021-03-07T17:13:48.631Z,-2.8474,129.495,36.05,4.7,mb,,65,2.751,1.22,us,us7000dgx2,2021-03-07T17:53:04.040Z,"83 km NE of Amahai, Indonesia",earthquake,8,5.8,0.101,30,reviewed,us,us
2021-03-07T18:25:26.629Z,-37.8016,-179.7403,10,4.7,mb,,305,1.567,1.22,us,us7000dgxa,2021-03-07T20:26:57.040Z,"218 km ENE of Gisborne, New Zealand",earthquake,12.7,2,0.208,7,reviewed,us,us
2021-03-07T19:14:03.890Z,36.96716667,-98.09583333,7,2.65,ml,70,113,0.2168574452,0.15,ok,ok2021eqfu,2021-03-09T20:19:33.166Z,"5 km WSW of Manchester, Oklahoma",earthquake,,0.4,0.2,24,reviewed,ok,ok
2021-03-07T19:28:48.261Z,-28.5298,-177.0429,10,5.2,mww,,58,1.054,0.87,us,us7000dgxr,2021-03-08T19:31:56.341Z,"Kermadec Islands region",earthquake,9.9,1.7,0.093,11,reviewed,us,us
2021-03-07T20:46:33.357Z,60.6035,-146.9131,12.4,2.7,ml,,,,0.74,ak,ak02131hni8q,2021-03-07T21:11:38.040Z,"31 km SSW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-03-07T20:50:32.905Z,-18.4379,-178.0794,524.27,4.4,mb,,104,3.742,0.9,us,us7000dgy3,2021-03-07T21:07:56.040Z,"278 km E of Levuka, Fiji",earthquake,12.8,10.9,0.095,32,reviewed,us,us
2021-03-07T21:18:21.145Z,-19.3671,-175.5896,225.17,4.8,mb,,80,5.358,0.91,us,us7000dgy9,2021-03-08T02:09:35.040Z,"138 km WNW of Pangai, Tonga",earthquake,10.3,6.2,0.048,133,reviewed,us,us
2021-03-07T22:37:42.340Z,18.3953,-66.2108,115,3.44,md,22,199,0.1537,0.16,pr,pr2021066009,2021-03-09T05:04:38.096Z,"0 km NE of Mucarabones, Puerto Rico",earthquake,1.13,0.49,0.09,16,reviewed,pr,pr
2021-03-07T22:37:58.771Z,-37.9298,179.6263,10,4.9,mb,,75,1.108,0.7,us,us7000dgyr,2021-03-08T22:41:32.371Z,"163 km ENE of Gisborne, New Zealand",earthquake,7.9,1.9,0.144,15,reviewed,us,us
2021-03-07T22:51:40.726Z,-37.9445,179.4554,10,5.3,mb,,86,0.987,0.92,us,us7000dgyw,2021-03-08T22:55:28.374Z,"149 km ENE of Gisborne, New Zealand",earthquake,10,1.9,0.098,35,reviewed,us,us
2021-03-07T23:30:42.076Z,-29.7281,-176.9525,10,5.2,mb,,66,0.978,0.66,us,us7000dgz9,2021-03-07T23:56:07.040Z,"Kermadec Islands region",earthquake,7.2,1.8,0.058,99,reviewed,us,us
2021-03-07T23:33:48.893Z,-30.0171,-177.6276,10,5.2,mb,,70,0.813,1.1,us,us7000dgza,2021-03-08T06:13:07.040Z,"Kermadec Islands, New Zealand",earthquake,7.1,1.8,0.069,69,reviewed,us,us
2021-03-07T23:56:40.805Z,59.5831,-147.8969,22,3.6,ml,,,,0.73,ak,ak02131jhypr,2021-03-08T22:21:56.995Z,"54 km S of Chenega, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-03-07T23:56:55.937Z,-29.6562,-177.0176,10,5.8,mww,,39,0.894,0.88,us,us7000dgze,2021-03-09T19:34:29.730Z,"Kermadec Islands, New Zealand",earthquake,7.3,1.7,0.06,27,reviewed,us,us
2021-03-08T00:23:52.919Z,-29.606,-176.8443,10,5.2,mb,,80,1.012,0.96,us,us7000dgzr,2021-03-08T03:51:22.043Z,"Kermadec Islands region",earthquake,7.7,1.2,0.087,43,reviewed,us,us
2021-03-08T00:30:29.268Z,-29.2359,-176.7216,10,4.7,mb,,143,1.055,0.76,us,us7000dgzm,2021-03-08T03:51:31.310Z,"Kermadec Islands region",earthquake,6.7,1.9,0.147,14,reviewed,us,us
2021-03-08T01:00:49.503Z,-29.7167,-177.0073,10,4.9,mb,,133,0.931,1.17,us,us7000dgzu,2021-03-08T01:19:20.040Z,"Kermadec Islands, New Zealand",earthquake,7.2,1.9,0.129,19,reviewed,us,us
2021-03-08T01:49:11.327Z,-29.4259,-176.253,10,4.9,mb,,75,1.474,0.54,us,us7000dh07,2021-03-08T02:56:23.040Z,"Kermadec Islands region",earthquake,12.4,1.9,0.045,159,reviewed,us,us
2021-03-08T01:56:10.508Z,38.3625,21.9877,10,4.3,mb,,40,1.182,1,us,us7000dh03,2021-03-08T02:37:44.040Z,"7 km N of Kamárai, Greece",earthquake,6.6,1.9,0.113,22,reviewed,us,us
2021-03-08T01:59:47.810Z,-37.4212,-179.7589,10,4.9,mb,,197,1.545,0.77,us,us7000dh06,2021-03-08T03:30:40.040Z,"239 km NE of Gisborne, New Zealand",earthquake,12.2,2,0.129,19,reviewed,us,us
2021-03-08T02:01:06.280Z,17.9225,-66.7165,4,3.06,md,22,194,0.1632,0.2,pr,pr2021067000,2021-03-08T02:28:28.675Z,"8 km S of Tallaboa, Puerto Rico",earthquake,0.54,0.3,0.24,16,reviewed,pr,pr
2021-03-08T02:49:56.488Z,-37.5164,179.5521,10,4.5,mb,,206,0.991,0.87,us,us7000dh0a,2021-03-08T03:44:10.040Z,"185 km NE of Gisborne, New Zealand",earthquake,5.5,1.9,0.191,8,reviewed,us,us
2021-03-08T03:06:17.720Z,17.961,-66.7885,15,2.89,md,22,184,0.1998,0.25,pr,pr2021067001,2021-03-08T06:42:05.800Z,"4 km SE of Indios, Puerto Rico",earthquake,0.65,0.5,0.22,16,reviewed,pr,pr
2021-03-08T03:20:21.702Z,-28.8853,-176.838,10,5,mb,,126,1.02,1.35,us,us7000dh0e,2021-03-09T19:36:58.418Z,"Kermadec Islands region",earthquake,8.1,1.9,0.113,25,reviewed,us,us
2021-03-08T05:00:21.763Z,57.918,-154.1849,67.8,2.6,ml,,,,0.57,ak,ak02132vzgsz,2021-03-13T07:10:40.040Z,"42 km NNE of Karluk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-03-08T05:21:30.650Z,17.9178,-66.7108,5,2.97,md,22,195,0.163,0.23,pr,pr2021067002,2021-03-13T07:18:59.040Z,"8 km S of Tallaboa, Puerto Rico",earthquake,0.52,0.3,0.32,16,reviewed,pr,pr
2021-03-08T05:27:26.017Z,-30.3322,-176.4572,10,5,mb,,148,1.676,0.57,us,us7000dh15,2021-03-08T05:48:50.150Z,"Kermadec Islands region",earthquake,15.2,1.9,0.13,19,reviewed,us,us
2021-03-08T05:31:40.420Z,37.5161667,-118.5535,10.47,3.15,ml,38,47,0.1484,0.05,nc,nc73532721,2021-03-13T07:35:44.040Z,"12km NNE of Round Valley, CA",earthquake,0.27,0.93,0.157,23,reviewed,nc,nc
2021-03-08T05:35:38.600Z,17.9116,-66.7046,5,2.52,md,18,207,0.164,0.17,pr,pr2021067003,2021-03-08T06:43:47.223Z,"9 km S of Tallaboa, Puerto Rico",earthquake,0.53,0.28,0.2,12,reviewed,pr,pr
2021-03-08T05:58:28.226Z,41.6006,141.9609,61.29,4.4,mb,,165,1.055,0.39,us,us7000dh1h,2021-03-13T07:45:34.040Z,"71 km ENE of Mutsu, Japan",earthquake,4.4,8,0.1,29,reviewed,us,us
2021-03-08T05:59:51.091Z,-28.5545,-176.6549,10,4.9,mb,,78,1.312,0.62,us,us7000dh1i,2021-03-08T06:16:56.040Z,"Kermadec Islands region",earthquake,13.3,1.9,0.082,46,reviewed,us,us
2021-03-08T06:08:47.115Z,-29.5303,-177.1299,10,5,mb,,79,0.753,0.6,us,us7000dh1j,2021-03-08T06:28:19.040Z,"Kermadec Islands, New Zealand",earthquake,8.9,1.8,0.094,36,reviewed,us,us
2021-03-08T08:44:31.630Z,-29.6501,-176.8521,10,4.8,mww,,61,1.022,0.65,us,us7000dh1y,2021-03-08T09:04:55.040Z,"Kermadec Islands region",earthquake,10.3,1.8,0.093,11,reviewed,us,us
2021-03-08T08:59:37.339Z,55.5983,-152.2447,25,2.5,ml,,,,0.89,ak,ak02132yd5p0,2021-03-08T18:15:27.900Z,"190 km SSE of Old Harbor, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2021-03-08T09:03:13.590Z,19.1461,-65.9586,25,2.93,md,12,309,0.8464,0.19,pr,pr2021067004,2021-03-08T09:30:44.382Z,"76 km NNE of San Juan, Puerto Rico",earthquake,1,13.8,0.12,9,reviewed,pr,pr
2021-03-08T09:04:36.890Z,17.8436,-66.864,6,3.15,md,20,248,0.2198,0.16,pr,pr2021067005,2021-03-08T09:35:50.869Z,"14 km SSE of Guánica, Puerto Rico",earthquake,0.51,0.54,0.27,9,reviewed,pr,pr
2021-03-08T09:39:46.864Z,-7.6994,128.2449,168.16,4.8,mb,,63,3.038,0.54,us,us7000dh2f,2021-03-08T10:06:20.040Z,"164 km ENE of Lospalos, Timor Leste",earthquake,7.1,6,0.072,60,reviewed,us,us
2021-03-08T09:45:04.253Z,48.97,154.8443,74.36,4.5,mb,,168,4.518,0.91,us,us7000dh2g,2021-03-08T14:29:37.040Z,"Kuril Islands",earthquake,11.9,8.8,0.062,76,reviewed,us,us
